symbols,security,GICS_sector,GICS_sub_industry,headquarters_location,date_added,founded,open,high,low,close,volumes,dividends,stock_splits
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",,1911,168.41000366210938,169.35000610351562,162.5500030517578,164.83999633789062,2838000.0,0.0,0.0
EBAY,eBay,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",2002-07-22,1995,66.25,66.45999908447266,65.2699966430664,65.8499984741211,9297700.0,0.0,0.0
ECL,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,1923,231.4199981689453,231.6699981689453,228.0,228.8800048828125,1023600.0,0.0,0.0
EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,1886,66.95999908447266,67.37999725341797,66.20999908447266,66.3499984741211,1737500.0,0.0,0.0
EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,1958,119.48999786376953,119.48999786376953,115.73999786376953,116.9000015258789,2275200.0,0.0,0.0
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,1982,125.9800033569336,128.33999633789062,125.9800033569336,126.8499984741211,2106900.0,0.0,0.0
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,1890,91.58999633789062,92.80999755859375,90.83999633789062,91.3499984741211,3204800.0,0.0,0.0
ENPH,Enphase Energy,Information Technology,Electronic Components,"Fremont, California",2021-01-07,2006,205.10000610351562,206.19000244140625,194.13999938964844,202.32000732421875,3417100.0,0.0,0.0
ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,1913,108.02999877929688,109.0,107.02999877929688,107.29000091552734,1103700.0,0.0,0.0
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,1999,85.41000366210938,86.48999786376953,84.43000030517578,85.30000305175781,3412400.0,0.0,0.0
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",2021-12-14,1993,675.0,679.3200073242188,642.2000122070312,663.1300048828125,1585300.0,0.0,0.0
EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,1899,293.95001220703125,295.1099853515625,282.8999938964844,288.2200012207031,632900.0,0.0,0.0
EQIX,Equinix,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,1998,815.0,815.0,790.3200073242188,805.8300170898438,527300.0,0.0,0.0
EQR,Equity Residential,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,1969,88.16999816894531,88.3499984741211,86.16000366210938,87.05999755859375,2905400.0,0.0,0.0
ESS,Essex Property Trust,Real Estate,Residential REITs,"San Mateo, California",2014-04-02,1971,353.17999267578125,353.489990234375,343.5899963378906,345.7200012207031,257500.0,0.0,0.0
EL,Estée Lauder Companies,Consumer Staples,Personal Products,"New York City, New York",2006-01-05,1946,358.0,358.0,352.8699951171875,356.760009765625,1139900.0,0.0,0.0
ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,"New York City, New York",2020-09-21,2005,212.69000244140625,218.88999938964844,209.76499938964844,217.66000366210938,2010000.0,0.0,0.0
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,1909,67.72000122070312,68.12999725341797,66.93000030517578,67.18000030517578,1611100.0,0.0,0.0
ES,Eversource Energy,Utilities,Multi-Utilities,"Hartford, Connecticut",,1966,89.45999908447266,89.88999938964844,88.69999694824219,89.26000213623047,1078200.0,0.0,0.0
RE,Everest Re,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,1973,268.0199890136719,272.0199890136719,265.4800109863281,269.7099914550781,151200.0,0.0,0.0
EXC,Exelon,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,2000,53.90999984741211,54.34000015258789,53.4900016784668,53.849998474121094,4893000.0,0.0,0.0
EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,1996,158.7899932861328,161.52000427246094,157.5,158.25999450683594,1853600.0,0.0,0.0
EXPD,Expeditors,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,1979,133.60000610351562,135.5399932861328,131.86000061035156,133.1699981689453,1634100.0,0.0,0.0
EXR,Extra Space Storage,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,1977,210.97000122070312,212.33999633789062,206.33999633789062,209.75999450683594,753100.0,0.0,0.0
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,1999,61.2599983215332,62.470001220703125,61.220001220703125,61.540000915527344,22548900.0,0.0,0.0
FFIV,F5,Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,1996,228.3300018310547,230.47000122070312,224.99000549316406,229.32000732421875,547500.0,0.0,0.0
FAST,Fastenal,Industrials,Building Products,"Winona, Minnesota",2008-09-15,1967,63.75,63.849998474121094,62.279998779296875,63.029998779296875,2714900.0,0.0,0.0
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,1962,129.5,129.8300018310547,127.37000274658203,128.0800018310547,553400.0,0.0,0.0
FDX,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,1971,240.0,244.8800048828125,239.36000061035156,240.0399932861328,1687300.0,0.0,0.0
FIS,Fidelity National Information Services,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",2006-11-10,1968,104.62999725341797,107.16000366210938,103.69999694824219,106.83000183105469,6918000.0,0.0,0.0
FITB,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",,1858,42.5099983215332,43.47999954223633,42.40999984741211,43.119998931884766,5782500.0,0.0,0.0
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",,1997,40.130001068115234,40.2400016784668,39.650001525878906,39.97999954223633,2583200.0,0.0,0.0
FRC,First Republic Bank,Financials,Regional Banks,"San Francisco, California",2019-01-02,1985,205.3800048828125,208.07000732421875,203.07000732421875,203.61000061035156,1160200.0,0.0,0.0
FISV,Fiserv,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",2001-04-02,1984,103.44999694824219,105.63999938964844,102.97000122070312,104.2300033569336,3835000.0,0.0,0.0
FLT,Fleetcor,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",2018-06-20,2000,216.32000732421875,222.11000061035156,215.9199981689453,216.1699981689453,572100.0,0.0,0.0
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,1883,104.9800033569336,106.37000274658203,104.43000030517578,104.61000061035156,1062500.0,0.0,0.0
F,Ford,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,1903,19.799999237060547,20.18000030517578,19.3799991607666,20.049999237060547,124432900.0,0.0,0.0
FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,2000,322.8800048828125,323.1499938964844,306.0799865722656,315.79998779296875,1698300.0,0.0,0.0
FTV,Fortive,Industrials,Industrial Machinery,"Everett, Washington",2016-07-01,2016,74.68000030517578,75.31999969482422,73.69499969482422,74.01000213623047,1133600.0,0.0,0.0
FBHS,Fortune Brands Home & Security,Industrials,Building Products,"Deerfield, Illinois",2016-06-22,2011 (1969),104.16000366210938,104.98999786376953,103.44999694824219,103.76000213623047,1011600.0,0.0,0.0
FOXA,Fox Corporation (Class A),Communication Services,Movies & Entertainment,"New York City, New York",2013-07-01,2019,36.15999984741211,36.619998931884766,35.79999923706055,35.97999954223633,4595200.0,0.0,0.0
FOX,Fox Corporation (Class B),Communication Services,Movies & Entertainment,"New York City, New York",2015-09-18,2019,33.66999816894531,34.04499816894531,33.29999923706055,33.470001220703125,1921400.0,0.0,0.0
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",,1947,33.90999984741211,34.70000076293945,33.58000183105469,33.72999954223633,3364500.0,0.0,0.0
FCX,Freeport-McMoRan,Materials,Copper,"Phoenix, Arizona",,1912,37.560001373291016,38.779998779296875,37.38999938964844,37.959999084472656,12607300.0,0.0,0.0
GPS,Gap,Consumer Discretionary,Apparel Retail,"San Francisco, California",1986-08-31,1969,16.219999313354492,16.84000015258789,16.040000915527344,16.510000228881836,7467100.0,0.0,0.0
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,1989,133.1999969482422,134.6199951171875,133.0,134.1300048828125,1138600.0,0.0,0.0
IT,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",2017-04-05,1979,315.79998779296875,316.69000244140625,307.0799865722656,313.989990234375,370000.0,0.0,0.0
GNRC,Generac Holdings,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin",2021-03-22,1959,340.45001220703125,343.8500061035156,335.0,341.29998779296875,1044700.0,0.0,0.0
GD,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",1957-03-04,1899,204.7100067138672,206.55999755859375,202.3000030517578,203.47000122070312,1160300.0,0.0,0.0
GE,General Electric,Industrials,Industrial Conglomerates,"Boston, Massachusetts",,1892,92.75,94.05999755859375,91.72000122070312,92.11000061035156,7258400.0,0.0,0.0
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1969-03-31,1856,65.98999786376953,66.27999877929688,65.62000274658203,65.91000366210938,4487700.0,0.0,0.0
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",2013-06-06,1908,57.970001220703125,59.20000076293945,57.70000076293945,58.400001525878906,17919500.0,0.0,0.0
GPC,Genuine Parts,Consumer Discretionary,Specialty Stores,"Atlanta, Georgia",1973-12-31,1925,132.39999389648438,132.86000061035156,131.64999389648438,131.89999389648438,464000.0,0.0,0.0
GILD,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",2004-07-01,1987,69.87000274658203,70.80000305175781,69.76000213623047,70.5199966430664,7244500.0,0.0,0.0
GL,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",1989-04-30,1900,91.41999816894531,93.12999725341797,90.97000122070312,91.80000305175781,382900.0,0.0,0.0
GPN,Global Payments,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",2016-04-25,2000,126.16999816894531,129.60000610351562,125.5,128.22999572753906,2962400.0,0.0,0.0
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,"New York City, New York",2002-07-22,1869,383.55999755859375,392.5,383.260009765625,388.82000732421875,2787600.0,0.0,0.0
GWW,W. W. Grainger,Industrials,Industrial Machinery,"Lake Forest, Illinois",1981-06-30,1927,505.6199951171875,509.04998779296875,502.5799865722656,507.760009765625,151900.0,0.0,0.0
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,1919,22.540000915527344,23.100000381469727,22.3700008392334,22.479999542236328,11353800.0,0.0,0.0
HBI,Hanesbrands,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",2015-03-20,2000,16.549999237060547,17.010000228881836,16.479999542236328,16.700000762939453,5028500.0,0.0,0.0
HIG,The Hartford,Financials,Property & Casualty Insurance,"Hartford, Connecticut",1957-03-04,1810,67.4800033569336,69.12999725341797,67.33000183105469,68.05000305175781,1963900.0,0.0,0.0
HAS,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1984-09-30,1923,100.23999786376953,100.98999786376953,99.47000122070312,100.4000015258789,1043800.0,0.0,0.0
HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",2015-01-27,1968,241.9199981689453,246.35000610351562,240.25,245.11000061035156,2054300.0,0.0,0.0
PEAK,Healthpeak Properties,Real Estate,Health Care REITs,"Long Beach, California",2008-03-31,1985,34.5099983215332,34.54999923706055,33.599998474121094,34.0099983215332,2996300.0,0.0,0.0
HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,1932,74.95999908447266,76.2300033569336,74.43000030517578,74.55000305175781,900300.0,0.0,0.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,1894,188.9499969482422,189.4199981689453,186.85000610351562,187.69000244140625,770600.0,0.0,0.0
HES,Hess Corporation,Energy,Integrated Oil & Gas,"New York City, New York",1984-05-31,1919,76.13999938964844,77.05000305175781,75.12999725341797,76.18000030517578,2153000.0,0.0,0.0
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",2015-11-02,2015,14.619999885559082,14.9399995803833,14.550000190734863,14.569999694824219,13977400.0,0.0,0.0
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",2017-06-19,1919,142.1199951171875,145.16000366210938,141.38999938964844,141.97999572753906,1581300.0,0.0,0.0
HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,1985,75.7300033569336,76.12999725341797,74.55999755859375,74.83000183105469,1056700.0,0.0,0.0
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,1978,403.45001220703125,405.67999267578125,398.0799865722656,402.20001220703125,4662800.0,0.0,0.0
HON,Honeywell,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1964-03-31,1906,208.8300018310547,211.5399932861328,205.91000366210938,206.67999267578125,3790300.0,0.0,0.0
HRL,Hormel,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,1891,47.34000015258789,48.16999816894531,47.11000061035156,47.900001525878906,4047800.0,0.0,0.0
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,1993,16.190000534057617,16.520000457763672,16.010000228881836,16.06999969482422,5201100.0,0.0,0.0
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",1964-03-31,2016,29.959999084472656,30.68000030517578,29.610000610351562,29.68000030517578,2089300.0,0.0,0.0
HPQ,HP,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,1939 (2015),35.040000915527344,35.869998931884766,34.83000183105469,35.599998474121094,11186800.0,0.0,0.0
HUM,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",,1961,461.69000244140625,467.4800109863281,459.760009765625,461.8599853515625,985400.0,0.0,0.0
HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",,1866,14.960000038146973,15.3100004196167,14.920000076293945,15.210000038146973,15308100.0,0.0,0.0
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2018-01-03,2011,187.41000366210938,190.94000244140625,185.69000244140625,186.1999969482422,315800.0,0.0,0.0
IEX,IDEX Corporation,Industrials,Industrial Machinery,"Lake Forest, Illinois",2019-08-09,1988,235.97999572753906,236.64999389648438,232.86000061035156,234.13999938964844,200300.0,0.0,0.0
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,1983,602.4600219726562,603.9600219726562,586.6400146484375,596.3499755859375,342400.0,0.0,0.0
INFO,IHS Markit,Industrials,Research & Consulting Services,"London, England",2017-06-02,1959,133.22000122070312,133.97999572753906,130.41000366210938,131.75999450683594,2389000.0,0.0,0.0
ITW,Illinois Tool Works,Industrials,Industrial Machinery,"Glenview, Illinois",1986-02-28,1912,242.72999572753906,243.80999755859375,239.8300018310547,241.6999969482422,860200.0,0.0,0.0
ILMN,Illumina,Health Care,Life Sciences Tools & Services,"San Diego, California",2015-11-19,1998,377.69000244140625,387.4599914550781,376.0899963378906,386.3800048828125,1429400.0,0.0,0.0
INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,1991,67.31999969482422,69.87000274658203,67.0999984741211,68.58999633789062,1983900.0,0.0,0.0
IR,Ingersoll Rand,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",2020-03-03,1859,59.22999954223633,59.58000183105469,57.435001373291016,58.08000183105469,3232400.0,0.0,0.0
INTC,Intel,Information Technology,Semiconductors,"Santa Clara, California",1976-12-31,1968,49.81999969482422,50.27000045776367,49.31999969482422,49.70000076293945,34110500.0,0.0,0.0
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2007-09-26,2000,134.82000732421875,135.0,131.9199981689453,133.80999755859375,2806100.0,0.0,0.0
IBM,IBM,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,1911,122.3499984741211,125.02999877929688,122.30000305175781,123.76000213623047,5714700.0,0.0,0.0
IP,International Paper,Materials,Paper Packaging,"Memphis, Tennessee",1957-03-04,1898,45.900001525878906,46.27000045776367,45.400001525878906,45.540000915527344,6463200.0,0.0,0.0
IPG,Interpublic Group,Communication Services,Advertising,"New York City, New York",1992-10-01,1961 (1930),37.0099983215332,37.0099983215332,36.29999923706055,36.650001525878906,5579500.0,0.0,0.0
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",1976-03-31,1958 (1889),146.25,147.85000610351562,144.89999389648438,145.7100067138672,1960000.0,0.0,0.0
INTU,Intuit,Information Technology,Application Software,"Mountain View, California",2000-12-05,1983,655.6400146484375,657.0399780273438,626.8499755859375,639.47998046875,1865900.0,0.0,0.0
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,"Sunnyvale, California",2008-06-02,1995,336.510009765625,336.510009765625,325.6000061035156,328.239990234375,1482100.0,0.0,0.0
IVZ,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,1935,22.729999542236328,23.079999923706055,22.420000076293945,22.709999084472656,3333700.0,0.0,0.0
IPGP,IPG Photonics,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",2018-03-07,1990,166.5500030517578,168.92999267578125,165.61000061035156,168.52000427246094,310700.0,0.0,0.0
IQV,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",2017-08-29,1982,268.2699890136719,269.2200012207031,259.8900146484375,262.6499938964844,790000.0,0.0,0.0
IRM,Iron Mountain,Real Estate,Specialized REITs,"Boston, Massachusetts",2009-01-06,1951,49.0099983215332,49.400001525878906,47.43000030517578,48.29999923706055,2576900.0,0.0,0.0
JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",2018-11-13,1976,161.41000366210938,163.58999633789062,161.36000061035156,162.35000610351562,473800.0,0.0,0.0
J,Jacobs Engineering Group,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,1947,140.57000732421875,141.9499969482422,139.2100067138672,140.25,450200.0,0.0,0.0
JBHT,J. B. Hunt,Industrials,Trucking,"Lowell, Arkansas",2015-07-01,1961,199.25,201.83999633789062,195.32000732421875,196.60000610351562,447900.0,0.0,0.0
SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,1897,135.05999755859375,136.07000732421875,133.97999572753906,135.17999267578125,884400.0,0.0,0.0
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,1886,168.3300018310547,170.97000122070312,167.16000366210938,170.2899932861328,10481600.0,0.0,0.0
JCI,Johnson Controls,Industrials,Building Products,"Cork, Ireland",2010-08-27,1885,78.44000244140625,79.27999877929688,77.08000183105469,77.77999877929688,2807100.0,0.0,0.0
JPM,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",1975-06-30,2000 (1799 / 1871),157.4499969482422,160.88999938964844,157.3000030517578,159.1300048828125,12561100.0,0.0,0.0
JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,1996,33.90999984741211,34.029998779296875,33.41999816894531,33.52000045776367,7710900.0,0.0,0.0
K,Kellogg's,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",1989-09-11,1906,63.7400016784668,64.05999755859375,63.2599983215332,63.369998931884766,2350000.0,0.0,0.0
KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,1825,22.530000686645508,23.020000457763672,22.459999084472656,22.760000228881836,7643600.0,0.0,0.0
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,2014,203.13999938964844,203.13999938964844,195.3300018310547,197.99000549316406,1270900.0,0.0,0.0
KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,1872,139.47000122070312,139.61000061035156,137.35000610351562,138.08999633789062,2681100.0,0.0,0.0
KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,1958,22.959999084472656,23.059999465942383,22.600000381469727,22.639999389648438,4292800.0,0.0,0.0
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,1997,15.880000114440918,16.149999618530273,15.760000228881836,15.819999694824219,17453000.0,0.0,0.0
KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,"Milpitas, California",,1975/1977 (1997),395.7900085449219,402.29998779296875,394.17999267578125,399.4599914550781,993300.0,0.0,0.0
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,2015 (1869),34.380001068115234,35.13999938964844,34.380001068115234,34.779998779296875,9742700.0,0.0,0.0
KR,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,1883,45.63999938964844,46.91999816894531,45.029998779296875,45.58000183105469,6991500.0,0.0,0.0
LHX,L3Harris Technologies,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,2019 (1895),212.49000549316406,215.60000610351562,212.25999450683594,213.0,1684600.0,0.0,0.0
LH,LabCorp,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,1978,293.0899963378906,295.67999267578125,290.95001220703125,294.6600036621094,1023200.0,0.0,0.0
LRCX,Lam Research,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,1980,674.6199951171875,683.3900146484375,668.1400146484375,679.2100219726562,1388900.0,0.0,0.0
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,2016 (1950),56.849998474121094,57.63999938964844,56.68000030517578,56.88999938964844,1154600.0,0.0,0.0
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,1988,36.40999984741211,37.290000915527344,36.18000030517578,36.369998931884766,9286100.0,0.0,0.0
LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",1999-10-14,1883,40.63999938964844,41.47999954223633,40.41999816894531,41.119998931884766,2096600.0,0.0,0.0
LDOS,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,1969,88.91999816894531,90.23999786376953,88.16999816894531,88.2699966430664,976600.0,0.0,0.0
LEN,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,1954,112.0,112.73999786376953,109.77999877929688,111.1500015258789,4261600.0,0.0,0.0
LLY,Eli Lilly,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,1876,247.74000549316406,250.00999450683594,246.38999938964844,249.3800048828125,3423500.0,0.0,0.0
LNC,Lincoln National,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1976-06-30,1905,65.2699966430664,67.16000366210938,65.1500015258789,66.41000366210938,1590400.0,0.0,0.0
LIN,Linde,Materials,Industrial Gases,"Guildford, England",1992-07-01,1879,335.19000244140625,336.05999755859375,333.0199890136719,334.5,1631400.0,0.0,0.0
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,2010,107.1500015258789,110.72000122070312,106.80999755859375,108.19000244140625,1500000.0,0.0,0.0
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,1998,56.150001525878906,56.77000045776367,55.97999954223633,56.349998474121094,1914400.0,0.0,0.0
LMT,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1984-07-31,1995,343.75,348.3999938964844,343.75,345.6400146484375,1785700.0,0.0,0.0
L,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",,1959,56.84000015258789,57.560001373291016,56.619998931884766,56.709999084472656,917300.0,0.0,0.0
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,1904/1946/1959,255.9199981689453,256.82000732421875,250.50999450683594,252.4600067138672,5100500.0,0.0,0.0
LUMN,Lumen Technologies,Communication Services,Alternative Carriers,"Monroe, Louisiana",1999-03-25,1983 (1877),11.920000076293945,12.140000343322754,11.770000457763672,11.8100004196167,11264800.0,0.0,0.0
LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,2007,87.72000122070312,89.41000366210938,87.72000122070312,89.16000366210938,2712700.0,0.0,0.0
MTB,M&T Bank,Financials,Regional Banks,"Buffalo, New York",2004-02-23,1856,148.24000549316406,151.14999389648438,147.64999389648438,149.4199981689453,1044300.0,0.0,0.0
MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,1887,15.229999542236328,15.579999923706055,15.130000114440918,15.180000305175781,15031800.0,0.0,0.0
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2011-07-01,2009 (1887),61.47999954223633,63.5099983215332,61.130001068115234,62.45000076293945,5700600.0,0.0,0.0
MKTX,MarketAxess,Financials,Financial Exchanges & Data,"New York City, New York",2019-07-01,2000,401.44000244140625,402.5,390.7699890136719,395.4200134277344,285200.0,0.0,0.0
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,1927,152.77000427246094,155.94000244140625,152.5500030517578,154.00999450683594,1548800.0,0.0,0.0
MMC,Marsh & McLennan,Financials,Insurance Brokers,"New York City, New York",1987-08-31,1905,170.7100067138672,171.02000427246094,167.44000244140625,168.97999572753906,2011000.0,0.0,0.0
MLM,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,1993,433.0,440.07000732421875,431.3999938964844,435.8399963378906,364900.0,0.0,0.0
MAS,Masco,Industrials,Building Products,"Livonia, Michigan",1981-06-30,1929,68.02999877929688,68.38999938964844,67.51000213623047,68.13999938964844,1552700.0,0.0,0.0
MA,Mastercard,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,1966,345.32000732421875,348.2099914550781,337.8599853515625,340.54998779296875,4517200.0,0.0,0.0
MTCH,Match Group,Communication Services,Interactive Media & Services,"Dallas, Texas",2021-09-20,1986,124.06999969482422,126.30999755859375,121.8499984741211,122.80999755859375,2637200.0,0.0,0.0
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",2003-03-20,1889,93.26000213623047,93.62000274658203,91.55000305175781,91.58000183105469,2068800.0,0.0,0.0
MCD,McDonald's,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,1940,263.0,263.5899963378906,261.75,262.5199890136719,3695500.0,0.0,0.0
MCK,McKesson Corporation,Health Care,Health Care Distributors,"Irving, Texas",,1833,230.57000732421875,235.4499969482422,229.19000244140625,229.6300048828125,955500.0,0.0,0.0
MDT,Medtronic,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,1949,112.2699966430664,113.01000213623047,111.2699966430664,111.69000244140625,8183100.0,0.0,0.0
MRK,Merck,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1957-03-04,1891,72.36000061035156,74.04000091552734,72.16000366210938,73.72000122070312,18947900.0,0.0,0.0
FB,Meta Platforms,Communication Services,Interactive Media & Services,"Menlo Park, California",2013-12-23,2004,328.04998779296875,335.70001220703125,327.6499938964844,333.739990234375,20441100.0,0.0,0.0
